"","Facility.ID","FACILITY.NAME","ADDRESS","CITY","STATE","ZIP.CODE","AREA.CODE","PHONE","fullAddress","lon","lat"
"130",10413,"SLHS THE PEDIATRIC CENTER","3430 WASHINGTON PARKWAY","IDAHO FALLS","Idaho","83404","208",NA,"3430 WASHINGTON PARKWAY, IDAHO FALLS, Idaho, 83404",-111.993699,43.466794
"131",10414,"SLHS ST LUKES CLINIC MULTISPEC","115 5TH AVENUE WEST","JEROME","Idaho","83338-1824","208",NA,"115 5TH AVENUE WEST, JEROME, Idaho, 83338-1824",-114.519371,42.7289061
"132",10415,"SLHS MAGIC VALLEY ADDISON STREET CLINIC","2550 ADDISON AVENUE EAST","TWIN FALLS","Idaho","83301","208",NA,"2550 ADDISON AVENUE EAST, TWIN FALLS, Idaho, 83301",-114.4317044,42.5623221
"133",10416,"NORTH CANYON MEDICAL CENTER - GOODING","267 N CANYON DRIVE","GOODING","Idaho","83330-5500","208",NA,"267 N CANYON DRIVE, GOODING, Idaho, 83330-5500",-114.7109877,42.9234862
"134",10417,"ST LUKES CANYON VIEW BEHAVIORAL HEALTH SERVICES","228 SHOUP AVENUE WEST","TWIN FALLS","Idaho","83301-5022",NA,NA,"228 SHOUP AVENUE WEST, TWIN FALLS, Idaho, 83301-5022",-114.4831442,42.5661582
"135",10418,"SLHS NAPLES BUILDING",NA,NA,NA,NA,"208","208-814-7215","NA, NA, NA, NA",18.49041,-22.95764
"136",10419,"SLHS ROME BUILDING",NA,NA,NA,NA,"208","208-814-7049","NA, NA, NA, NA",18.49041,-22.95764
"137",10420,"SLHS PALERMO","738 N COLLEGE ROAD SUITE C","TWIN FALLS","Idaho","83301-3387","208","208-814-7049","738 N COLLEGE ROAD SUITE C, TWIN FALLS, Idaho, 83301-3387",-114.4634397,42.5825391
"138",10421,"ST LUKES JEROME MEDICAL CENTER",NA,NA,NA,NA,"208","208-324-4301","NA, NA, NA, NA",18.49041,-22.95764
"139",10422,"ST LUKES JEROME OUTPATIENT SERVICES","120 5TH AVENUE WEST","JEROME","Idaho","83338","208","208-814-9763","120 5TH AVENUE WEST, JEROME, Idaho, 83338",-114.5184886,42.7293647
"140",10423,"SLHS MAGIC VALLEY RENAISSANCE OFFICE PARK","730 N COLLEGE ROAD","TWIN FALLS","Idaho","83301","208","208-933-4619","730 N COLLEGE ROAD, TWIN FALLS, Idaho, 83301",-114.4633859,42.5848294
"141",10424,"MINIDOKA MEMORIAL HOSPITAL","1224 8TH STREET","RUPERT","Idaho","83350-2207","208","208-434-8453","1224 8TH STREET, RUPERT, Idaho, 83350-2207",-113.6864323,42.6196389
"142",10425,"GENOA BUILDING","746 NORTH COLLEGE ROAD","TWIN FALLS","Idaho","83301-3486","208","208-814-7271","746 NORTH COLLEGE ROAD, TWIN FALLS, Idaho, 83301-3486",-114.463613,42.583128
"143",10426,"SOUTHERN IDAHO PROFESSIONAL CENTER","414 SHOUP AVENUE WEST","TWIN FALLS","Idaho","83301-5042","208","208-814-9100","414 SHOUP AVENUE WEST, TWIN FALLS, Idaho, 83301-5042",-114.487712,42.565684
"144",10427,"JEROME FAMILY CLINIC","132 5TH AVENUE WEST","JEROME","Idaho","83338","208","208-814-9850","132 5TH AVENUE WEST, JEROME, Idaho, 83338",-114.5200337,42.7298052
"145",10428,"SLHS PORTIFINO","730 NORTH COLLEGE ROAD SUITE A","TWIN FALLS","Idaho","83301-3382","208","208-814-8000","730 NORTH COLLEGE ROAD SUITE A, TWIN FALLS, Idaho, 83301-3382",-114.4633859,42.5848294
"146",10429,"SLHS BUHL","529 BROADWAY AVENUE SOUTH","BUHL","Idaho","83316","208","208-814-8000","529 BROADWAY AVENUE SOUTH, BUHL, Idaho, 83316",-114.754751,42.5949979
"147",10430,"SLHS MAGIC VALLEY SURGERY CENTER","575 POLE LINE ROAD WEST","TWIN FALLS","Idaho","83301",NA,NA,"575 POLE LINE ROAD WEST, TWIN FALLS, Idaho, 83301",-114.4916985,42.5915693
"148",10431,"SLHS ST LUKES MAGIC VALLEY","725 POLE LINE ROAD","TWIN FALLS","Idaho","83301","208","208-814-1600","725 POLE LINE ROAD, TWIN FALLS, Idaho, 83301",-114.4656946,42.5920264
"149",10499,"SLHS MAGIC VALLEY PARENT LOCATION",NA,NA,NA,NA,NA,NA,"NA, NA, NA, NA",18.49041,-22.95764
"150",10500,"SLHS EASTERN OREGON MEDICAL ASSOCIATES","3950 17TH STREET SUITE A","BAKER CITY","Oregon","97814","541",NA,"3950 17TH STREET SUITE A, BAKER CITY, Oregon, 97814",-117.848931,44.795116
"151",10502,"SLHS PRESBYTERIAN COMMUNITY CARE CENTER","1085 NORTH OREGON STREET","ONTARIO","Oregon","97914","541",NA,"1085 NORTH OREGON STREET, ONTARIO, Oregon, 97914",-116.9647419,44.03737
"152",10503,"SLHS STARK MEDICAL","932 WEST IDAHO AVENUE","ONTARIO","Oregon","97914","541","889-2244","932 WEST IDAHO AVENUE, ONTARIO, Oregon, 97914",-116.974627,44.028292
"153",10504,"SLHS BAKER CITY REGIONAL CLINIC","3175 POCAHONTAS ROAD","BAKER CITY","Oregon","97814","541",NA,"3175 POCAHONTAS ROAD, BAKER CITY, Oregon, 97814",-117.845168,44.795785
"154",10505,"SLHS UNION COUNTY HEALTH CENTER","142 E DEARBORN STREET","UNION","Oregon","97883","541",NA,"142 E DEARBORN STREET, UNION, Oregon, 97883",-117.865163,45.206866
"155",10506,"SLHS ONTARIO REGIONAL CLINIC","1050 SW 3RD AVENUE SUITE 400","ONTARIO","Oregon","97914","541",NA,"1050 SW 3RD AVENUE SUITE 400, ONTARIO, Oregon, 97914",-116.9773322,44.0253633
"156",10507,"SLHS LAGRANDE REGIONAL CLINIC","506 4TH STREET","LAGRANDE","Oregon","83712","541",NA,"506 4TH STREET, LAGRANDE, Oregon, 83712",-118.0971161,45.3166125
"157",10508,"SLHS EASTERN OREGON - FRESENIUS MEDICAL","710 SUNSET DRIVE","LA GRANDE","Oregon","97850","541",NA,"710 SUNSET DRIVE, LA GRANDE, Oregon, 97850",-118.1052342,45.318455
"158",10509,"SLHS BAKER CITY SPECIALTY SERVICES CENTER","3445 POCAHONTAS ROAD","BAKER CITY","Oregon","97814-3599","541",NA,"3445 POCAHONTAS ROAD, BAKER CITY, Oregon, 97814-3599",-117.8499581,44.7961423
"159",10510,"FRESENIUS MEDICAL CARE - EASTERN OREGON","10601 WALTON ROAD","ISLAND CITY","Oregon","97850-8488","208",NA,"10601 WALTON ROAD, ISLAND CITY, Oregon, 97850-8488",-118.0571408,45.3347105
"160",10511,"ROOSTER PEAK PROFESSIONAL BUILDING","401 ADAMS AVENUE","LA GRANDE","Oregon","97850","541","541-523-1001","401 ADAMS AVENUE, LA GRANDE, Oregon, 97850",-118.103989,45.3298065
"161",10512,"ONTARIO MEDICAL BUILDING","1182 SW 4TH AVENUE","ONTARIO","Oregon","97914",NA,NA,"1182 SW 4TH AVENUE, ONTARIO, Oregon, 97914",-116.9803307,44.0245848
"162",10599,"SLHS OREGON PARENT LOCATION",NA,NA,NA,NA,NA,NA,"NA, NA, NA, NA",18.49041,-22.95764
"163",10600,"NAMPA GEORGIA MEDICAL BUILDING","290 W GEORGIA AVENUE","NAMPA","Idaho","83686",NA,NA,"290 W GEORGIA AVENUE, NAMPA, Idaho, 83686",-116.575118,43.556398
"164",10601,"ELKS INPATIENT REHAB FACILITY","600 N ROBBINS ROAD","BOISE","Idaho","83702",NA,NA,"600 N ROBBINS ROAD, BOISE, Idaho, 83702",-116.1931489,43.616272
"165",10602,"SLHS ELKS SKILLED NURSING FACILITY","600 N ROBBINS ROAD","BOISE","Idaho","83702",NA,NA,"600 N ROBBINS ROAD, BOISE, Idaho, 83702",-116.1931489,43.616272
"166",10603,"SECOND STREET SOUTH NAMPA","170 2ND STREET SOUTH","NAMPA","Idaho","83651",NA,NA,"170 2ND STREET SOUTH, NAMPA, Idaho, 83651",-116.5710157,43.5855369
"167",10604,"MYRTLE STREET OFFICE PLAZA","405 W MYRTLE STREET","BOISE","Idaho","83702",NA,NA,"405 W MYRTLE STREET, BOISE, Idaho, 83702",-116.20212,43.610042
"168",10605,"CLEVELAND BLVD CALDWELL","2615 E CLEVELAND BLVD","CALDWELL","Idaho","83605-4440",NA,NA,"2615 E CLEVELAND BLVD, CALDWELL, Idaho, 83605-4440",-116.6698714,43.6513584
"169",10606,"BOISE SENIOR CENTER","690 E ROBBINS ROAD","BOISE","Idaho","83702",NA,NA,"690 E ROBBINS ROAD, BOISE, Idaho, 83702",-116.1906785,43.6166843
"170",10607,"EAGLE SENIOR CENTER","312 E STATE STREET","EAGLE","Idaho","83616",NA,NA,"312 E STATE STREET, EAGLE, Idaho, 83616",-116.3507616,43.6951911
"171",10608,"MALLARD POINTE SENIOR CENTER","508 E 50TH","BOISE","Idaho","83714",NA,NA,"508 E 50TH, BOISE, Idaho, 83714",-116.2630933,43.6468064
"172",10609,"MOUNTAIN VIEW CHURCH","2823 N COLE ROAD","BOISE","Idaho","83704",NA,NA,"2823 N COLE ROAD, BOISE, Idaho, 83704",-116.2744284,43.6308661
"173",10610,"SAINT MARKS CHURCH","7500 NORTHVIEW STREET","BOISE","Idaho","83704",NA,NA,"7500 NORTHVIEW STREET, BOISE, Idaho, 83704",-116.275617,43.6266647
"174",10611,"ST LUKES ELMORE MEDICAL CENTER","895 N 6TH E STREET","MOUNTAIN HOME","Idaho","83647","208","208-587-8401","895 N 6TH E STREET, MOUNTAIN HOME, Idaho, 83647",-115.6930234,43.1387856
"175",10700,"HOME CARE BOISE",NA,NA,NA,NA,"208","208-381-2138","NA, NA, NA, NA",18.49041,-22.95764
"176",10701,"HOSPICE BOISE",NA,NA,"Idaho",NA,"208","208-381-2721","NA, NA, Idaho, NA",NA,NA
"177",10702,"HOME CARE WOOD RIVER",NA,NA,NA,NA,"208","208-727-8765","NA, NA, NA, NA",18.49041,-22.95764
"178",10703,"HOME CARE MAGIC VALLEY",NA,NA,NA,NA,"208","208-814-7600","NA, NA, NA, NA",18.49041,-22.95764
"179",10704,"HOSPICE MAGIC VALLEY",NA,NA,"Idaho",NA,"208","208-814-7600","NA, NA, Idaho, NA",NA,NA
"180",10705,"HOME CARE MCCALL",NA,NA,NA,NA,"208","208-630-2440","NA, NA, NA, NA",18.49041,-22.95764
"181",10706,"HOSPICE MCCALL",NA,NA,"Idaho",NA,"208","208-630-2440","NA, NA, Idaho, NA",NA,NA
"182",10997,"ST. LUKES HEALTH SYSTEM","ST.LUKES HEALTH SYSTEM","BOISE","Idaho","83701","208",NA,"ST.LUKES HEALTH SYSTEM, BOISE, Idaho, 83701",-116.2173542,43.6136565
"183",10998,"SLHS SUPPORT LOCATION",NA,NA,NA,NA,NA,NA,"NA, NA, NA, NA",18.49041,-22.95764
"184",10999,"SLHS CENTRAL BILLING OFFICE",NA,"BOISE","Idaho","53593",NA,NA,"NA, BOISE, Idaho, 53593",-89.5686271,42.999243
"185",11100,"SIMPLOT CALDWELL","16551 SIMPLOT BLVD","CALDWELL","Idaho","83607",NA,NA,"16551 SIMPLOT BLVD, CALDWELL, Idaho, 83607",-116.7244767,43.669632
"186",21100,"BOISE KIDNEY - BOISE","1109 W MYRTLE STREET
SUITE 100","BOISE","Idaho","83702-6971","208","208-846-8335","1109 W MYRTLE STREET
SUITE 100, BOISE, Idaho, 83702-6971",-116.210752,43.615187
"187",21101,"BOISE KIDNEY - CALDWELL","4620 ENTERPRISE WAY
SUITE 101","CALDWELL","Idaho","83605-6764","208","208-846-8335","4620 ENTERPRISE WAY
SUITE 101, CALDWELL, Idaho, 83605-6764",-116.640893,43.660996
"188",21102,"BOISE KIDNEY - MERIDIAN","3525 E LOUISE DRIVE
SUITE 100","MERIDIAN","Idaho","83642-6303","208","208-846-8335","3525 E LOUISE DRIVE
SUITE 100, MERIDIAN, Idaho, 83642-6303",-116.3499193,43.6017684
"189",23100,"MWB MISTRY WOLF","341 E Bannock St","Boise","Idaho","83712","208","208-342-7033","341 E Bannock St, Boise, Idaho, 83712",-116.1907678,43.6111233
