"","Facility.ID","FACILITY.NAME","ADDRESS","CITY","STATE","ZIP.CODE","AREA.CODE","PHONE","fullAddress.x","lon.x","lat.x","DeptID","Department.Name","Record.Status","Abbreviation","Synonyms","Center","External.Name","Inpatient.Dept","Specialty","Confidential.","Addr","Suite","City","State","Zip.Code","Zip.Add.On","County","Country","MPI.ID.Type","MPI.ID","Appt.Phone","ADT.Parent","Patient.Class","ADT.Unit.Type","EpicCare.Department","Logo.Filename","fullAddress.y","lon.y","lat.y"
"85",10119,"SLHS MOUNTAIN VIEW MEDICAL CENTER","3301 NORTH SAWGRASS WAY","BOISE","Idaho","83704","208",NA,"3301 NORTH SAWGRASS WAY, BOISE, Idaho, 83704",-116.2815024,43.6347892,"100","MTNV SLC MOUNTAIN VIEW MEDICAL CENTER","","MTNV MVMC","MTNV","MTNV","St. Luke's Clinic Mountain View Medical Center - Boise","","Family Medicine","","3301 N SAWGRASS WAY",NA,"BOISE","IDAHO","83704","4493","ADA","United States of America","110","10119100","",10119,"Clinic Outpatient
Specimen","","Yes","","3301 N SAWGRASS WAY, BOISE, IDAHO, 83704",-116.2815024,43.6347892
"86",10120,"SLHS BOISE MEDICAL OFFICE PLAZA","333 NORTH 1ST STREET","BOISE","Idaho","83712","208",NA,"333 NORTH 1ST STREET, BOISE, Idaho, 83712",-116.1931537,43.6136458,"107","BMOP SL CHILDRENS NEUROSURGERY","","BMOP NSU","BMOP NSU","BMOP","St. Luke's Children's - Neurosurgery - Boise","","Pediatric Neurosurgery","","333 N 1ST ST. "," 150","BOISE","IDAHO","83702",NA,"","","110","10120107","",10120,"Clinic Outpatient","","Yes","","333 N 1ST ST. , BOISE, IDAHO, 83702",-116.193883,43.613541
"87",10120,"SLHS BOISE MEDICAL OFFICE PLAZA","333 NORTH 1ST STREET","BOISE","Idaho","83712","208",NA,"333 NORTH 1ST STREET, BOISE, Idaho, 83712",-116.1931537,43.6136458,"105","BMOP SLC CARDIOTHORACIC ASSOCIATES","","BMOP CTS","CTS
CARDIOTHORACIC
CVA","BMOP","St. Luke's Cardiothoracic and Vascular Associates-Boise","","Cardiothoracic Surgery","","333 N 1ST ST. "," 280","BOISE","IDAHO","83702","6132","ADA","United States of America","110","10120105","",10120,"Clinic Outpatient
Specimen","","Yes","","333 N 1ST ST. , BOISE, IDAHO, 83702",-116.193883,43.613541
"88",10120,"SLHS BOISE MEDICAL OFFICE PLAZA","333 NORTH 1ST STREET","BOISE","Idaho","83712","208",NA,"333 NORTH 1ST STREET, BOISE, Idaho, 83712",-116.1931537,43.6136458,"104","BMOP SLC NEPHROLOGY","","BMOP NEPH","RENAL
KIDNEY
BOISE MEDICAL OFFICE PLAZA
NEPHROLOGY","BMOP","St. Luke's Clinic Nephrology - Boise","","Nephrology","","333 N 1ST ST. "," 140","BOISE","IDAHO","83702","6134","ADA","United States of America","110","10120104","",10120,"Clinic Outpatient
Specimen","","Yes","","333 N 1ST ST. , BOISE, IDAHO, 83702",-116.193883,43.613541
"89",10120,"SLHS BOISE MEDICAL OFFICE PLAZA","333 NORTH 1ST STREET","BOISE","Idaho","83712","208",NA,"333 NORTH 1ST STREET, BOISE, Idaho, 83712",-116.1931537,43.6136458,"106","BMOP SLC VASCULAR ASSOCIATES","","BMOP VASC","VAS
CVA","BMOP","St. Luke's Cardiothoracic and Vascular Associates-Boise","","Vascular Surgery","","333 N 1ST ST. "," 280","BOISE","IDAHO","83702","6132","ADA","United States of America","110","10120106","",10120,"Clinic Outpatient
Specimen","","Yes","","333 N 1ST ST. , BOISE, IDAHO, 83702",-116.193883,43.613541
"90",10121,"SLHS IDAHO ENDOCRINOLOGY","403 SOUTH 11TH STREET SUITE 100","BOISE","Idaho","83702","208",NA,"403 SOUTH 11TH STREET SUITE 100, BOISE, Idaho, 83702",-116.2100176,43.6147066,"100","IEC SLC IDAHO ENDOCRINOLOGY","","IEC ID ENDO","ENDOCRINOLOGY
IDAHO ENDO
BOISE ENDO","IEC","St. Luke's Clinic Idaho Endocrinology - Boise","","Endocrinology","","403 S 11TH ST. "," 100","BOISE","IDAHO","83702","6968","ADA","United States of America","110","10121100","",10121,"Clinic Outpatient
Specimen","","Yes","","403 S 11TH ST. , BOISE, IDAHO, 83702",-116.2100176,43.6147066
"91",10122,"SLHS CLOVERDALE INTERNAL MEDICINE","4840 NORTH CLOVERDALE ROAD","BOISE","Idaho","83713","208","706-8000","4840 NORTH CLOVERDALE ROAD, BOISE, Idaho, 83713",-116.3344439,43.6489697,"101","CLOV OCC HEALTH TRAVEL MEDICINE","","CLOV OHTM","CLOVERDALE TRAVEL MED
REGIONAL
OCC HEALTH TRAVEL MED
TRAVEL","CLOC","St. Luke's Occupational Health - Travel Medicine","","Travel Medicine","","4840 N CLOVERDALE ROAD",NA,"BOISE","IDAHO","83713","2423","ADA","United States of America","110","10122101","",NA,"","","Yes","","4840 N CLOVERDALE ROAD, BOISE, IDAHO, 83713",-116.3344439,43.6489697
"92",10122,"SLHS CLOVERDALE INTERNAL MEDICINE","4840 NORTH CLOVERDALE ROAD","BOISE","Idaho","83713","208","706-8000","4840 NORTH CLOVERDALE ROAD, BOISE, Idaho, 83713",-116.3344439,43.6489697,"100","CLOV SLC INTERNAL MEDICINE","","CLOV SLIM","SLIM CLOVERDALE
SLIM CL","CLOV INTERNAL MEDICINE","St. Luke's Clinic Internal Medicine - Cloverdale","","Internal Medicine","","4840 N CLOVERDALE ROAD",NA,"BOISE","IDAHO","83713","2423","","United States of America","110","10122100","",10122,"Clinic Outpatient
Specimen","","Yes","","4840 N CLOVERDALE ROAD, BOISE, IDAHO, 83713",-116.3344439,43.6489697
"93",10123,"SLHS ELKS PROFESSIONAL BUILDING","510 NORTH 2ND STREET SUITE 103","BOISE","Idaho","83702","208","381-4700","510 NORTH 2ND STREET SUITE 103, BOISE, Idaho, 83702",-116.1927531,43.6150599,"100","EPB SLC MOUNTAIN STATES UROLOGY","","EPB MSU","MSU
ELKS PROFESSIONAL BUILDING
MOUNT
UROLOGY
BOISE
EPB
URO
MSUURO
UROMSU
EPBMSU
MSUEPB
EPBURO
MOUNTAIN STATES","EPB","St. Luke's Clinic Mountain States Urology - Boise","","Urology","","510 N 2ND ST. "," 103","BOISE","IDAHO","83702","6081","","United States of America","110","10123100","",10123,"Clinic Outpatient
Specimen","","Yes","","510 N 2ND ST. , BOISE, IDAHO, 83702",-116.1927531,43.6150599
"94",10123,"SLHS ELKS PROFESSIONAL BUILDING","510 NORTH 2ND STREET SUITE 103","BOISE","Idaho","83702","208","381-4700","510 NORTH 2ND STREET SUITE 103, BOISE, Idaho, 83702",-116.1927531,43.6150599,"101","EPB SLC UROLOGY ONCOLOGY","","EPB URONC","UROLOGY ONCOLOGY
URO
ONC
UROONC
BOISE
REGIONAL
ELKS
URONC","EPB","St. Luke's Clinic - Urology Oncology - Boise","","Urologic Oncology","","510 N 2ND ST. "," 103","BOISE","IDAHO","83702","6081","ADA","United States of America","110","10123101","",10123,"Clinic Outpatient
Specimen","","Yes","","510 N 2ND ST. , BOISE, IDAHO, 83702",-116.1927531,43.6150599
"95",10124,"SLHS HAYS STREET OFFICE PLAZA","610 WEST HAYS STREET","BOISE","Idaho","83702","208","345-3530","610 WEST HAYS STREET, BOISE, Idaho, 83702",-116.1961562,43.6201945,"101","HSOP SL CHILDRENS DEVELOPMENTAL PEDIATRICS","","HSOP DEV PED","DEVELOPMENTAL PEDS
BOISE DEVELOP
DEV PEDS","HSOP","St. Luke's Children's - Developmental Pediatrics-Boise","","Developmental and Behavioral Pediatrics","","610 W HAYS ST.",NA,"BOISE","IDAHO","83702","5511","ADA","United States of America","110","10124101","",10124,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","610 W HAYS ST., BOISE, IDAHO, 83702",-116.1961562,43.6201945
"96",10124,"SLHS HAYS STREET OFFICE PLAZA","610 WEST HAYS STREET","BOISE","Idaho","83702","208","345-3530","610 WEST HAYS STREET, BOISE, Idaho, 83702",-116.1961562,43.6201945,"102","HSOP SL CHILDRENS MENTAL HEALTH","","HSOP CMH","CHILDRENS MNTL HEALTH
PSYCHOLOGY
HAYS STREET
CSC
PEDS MENTAL HEALTH
PEDIATRIC MENTAL HEALTH","HSOP","St. Lukes Childrens Neurobehavioral Medicine-Boise","","Pediatric Mental Health","","610 W HAYS ST.",NA,"BOISE","IDAHO","83702","5511","ADA","United States of America","110","10124102","",10124,"Clinic Outpatient
Specimen","","Yes","","610 W HAYS ST., BOISE, IDAHO, 83702",-116.1961562,43.6201945
"97",10124,"SLHS HAYS STREET OFFICE PLAZA","610 WEST HAYS STREET","BOISE","Idaho","83702","208","345-3530","610 WEST HAYS STREET, BOISE, Idaho, 83702",-116.1961562,43.6201945,"103","HSOP SL CHILDRENS NEUROPSYCHOLOGY","","HSOP CSC NPY","BOISE
CHILDREN NEUROPSYCH","HSOP","St. Luke's Children's - Neuropsychology","","Pediatric Neuropsychology","","610 W HAYS ST.",NA,"BOISE","IDAHO","83702",NA,"ADA","United States of America","110","10124103","",10124,"Clinic Outpatient","","Yes","","610 W HAYS ST., BOISE, IDAHO, 83702",-116.1961562,43.6201945
"98",10124,"SLHS HAYS STREET OFFICE PLAZA","610 WEST HAYS STREET","BOISE","Idaho","83702","208","345-3530","610 WEST HAYS STREET, BOISE, Idaho, 83702",-116.1961562,43.6201945,"100","SYR SLC SYRINGA FAMILY MEDICINE","","SYR SFM","SYRINGA","","Syringa Family Medicine","","Family Medicine","","610 W HAYS ST.",NA,"BOISE","IDAHO","83702","5511","ADA","United States of America","110","10124100","",10124,"Clinic Outpatient","","Yes","","610 W HAYS ST., BOISE, IDAHO, 83702",-116.1961562,43.6201945
"99",10125,"SLHS PARKCENTER CLINIC","701 EAST PARKCENTER BLVD","BOISE","Idaho","83706","208","381-6500","701 EAST PARKCENTER BLVD, BOISE, Idaho, 83706",-116.1753718,43.5894268,"106","ANTICOAGULATION CLINIC- PARKCENTER","","PKC ACC","ANTICOAG PARKCENTER
PARKCENTER
ANTICOAG
ACC
COUMADIN
WARFARIN
PKC","PKC","ANTICOAGULATION CLINIC- PARKCENTER","","Anticoagulation","","701 E PARKCENTER BLVD",NA,"BOISE","IDAHO","83706","6528","ADA","United States of America","110","10125106","",10125,"Therapies Series","","Yes","","701 E PARKCENTER BLVD, BOISE, IDAHO, 83706",-116.1753718,43.5894268
"100",10125,"SLHS PARKCENTER CLINIC","701 EAST PARKCENTER BLVD","BOISE","Idaho","83706","208","381-6500","701 EAST PARKCENTER BLVD, BOISE, Idaho, 83706",-116.1753718,43.5894268,"101","PKC SL FAMILY MEDICINE - PARK CENTER","","PKC SLFM","SLFM PARKCENTER
PARKCENTER
PKC","PKC","St. Luke's Family Medicine - ParkCenter","","Family Medicine","","701 E PARKCENTER BLVD",NA,"BOISE","IDAHO","83706","6528","","United States of America","110","10125101","",10125,"Clinic Outpatient
Specimen","","Yes","","701 E PARKCENTER BLVD, BOISE, IDAHO, 83706",-116.1753718,43.5894268
"101",10125,"SLHS PARKCENTER CLINIC","701 EAST PARKCENTER BLVD","BOISE","Idaho","83706","208","381-6500","701 EAST PARKCENTER BLVD, BOISE, Idaho, 83706",-116.1753718,43.5894268,"102","PKC SL INTERNAL MEDICINE - PARK CENTER","","PKC SLIM","SLIM PARKCENTER
PARKCENTER
PKC","PKC INTERNAL MEDICINE","St. Luke's Clinic Internal Medicine - ParkCenter","","Internal Medicine","","701 E PARKCENTER BLVD",NA,"BOISE","IDAHO","83706","6528","","United States of America","110","10125102","",10125,"Clinic Outpatient
Specimen","","Yes","","701 E PARKCENTER BLVD, BOISE, IDAHO, 83706",-116.1753718,43.5894268
"102",10125,"SLHS PARKCENTER CLINIC","701 EAST PARKCENTER BLVD","BOISE","Idaho","83706","208","381-6500","701 EAST PARKCENTER BLVD, BOISE, Idaho, 83706",-116.1753718,43.5894268,"103","PKC SL MOUNTAIN STATES UROLOGY PARKCENTER","","PKC MSU","PARKCENTER
MSU PARKCENTER
UROLOGY
PKC
URO
MSU
PKCMSU
MSUURO
UROMSU
MSUPKC
MOUNTAIN STATES","PKC","St. Luke's Clinic Mountain States Urology - ParkCenter","","Urology","","701 E PARKCENTER BLVD",NA,"BOISE","IDAHO","83706","6528","","United States of America","110","10125103","",10125,"Clinic Outpatient
Specimen","","Yes","","701 E PARKCENTER BLVD, BOISE, IDAHO, 83706",-116.1753718,43.5894268
"103",10126,"SLHS AMERICANA","703 AMERICANA","BOISE","Idaho","83702","208","706-7500","703 AMERICANA, BOISE, Idaho, 83702",-116.2193782,43.61752,"102","AMER SL OCCUPATIONAL HEALTH AND SPINE WELLNESS","","AMER OHSW","OCC HEALTH
CENTER FOR SPINE WELLN
AMERICANA
CSW
SPINE
SPINE WELLNESS","AMER","St. Luke's Occupational Health & Spine Wellness - Ameri","","Occupational Medicine","","703 S AMERICANA BLVD",NA,"BOISE","IDAHO","83702","5099","ADA","United States of America","110","10126102","",10126,"","","Yes","","703 S AMERICANA BLVD, BOISE, IDAHO, 83702",-116.2193782,43.61752
"104",10126,"SLHS AMERICANA","703 AMERICANA","BOISE","Idaho","83702","208","706-7500","703 AMERICANA, BOISE, Idaho, 83702",-116.2193782,43.61752,"101","AMER SLC ORTHO AMERICANA","","AMER ORTHO","AMERICANA
ORTHO
BOISE ORTHO
BOC
ORTHOPEDICS","AMER","St. Luke's Clinic - Orthopaedic - Americana","","Orthopedic Surgery","","703 S AMERICANA BLVD "," 120","BOISE","IDAHO","83702","5099","ADA","United States of America","110","10126101","",10126,"Clinic Outpatient
Specimen","","Yes","","703 S AMERICANA BLVD , BOISE, IDAHO, 83702",-116.2193782,43.61752
"105",10126,"SLHS AMERICANA","703 AMERICANA","BOISE","Idaho","83702","208","706-7500","703 AMERICANA, BOISE, Idaho, 83702",-116.2193782,43.61752,"111","AMER SLC PSYCHIATRIC WELLNESS","","AMER PSYCH","AMER
PSYCH
WELLNESS","AMER","St. Luke's Clinic - Psychiatric Wellness - Boise","","Psychiatry","","703 S AMERICANA BLVD "," 150","BOISE","IDAHO","83702","5099","ADA","United States of America","110","10126111","",10126,"Clinic Outpatient","","Yes","","703 S AMERICANA BLVD , BOISE, IDAHO, 83702",-116.2193782,43.61752
"106",10127,"SLHS RIFLEMAN BCS","8050 WEST RIFLEMAN SUITE 300","BOISE","Idaho","83704","208","381-8720","8050 WEST RIFLEMAN SUITE 300, BOISE, Idaho, 83704",-116.282472,43.6131529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",10128,"SLHS MERIDIAN TREASURE VALLEY PEDIATRICS","1620 SOUTH CELEBRATION AVENUE","MERIDIAN","Idaho","83642","208","884-1030","1620 SOUTH CELEBRATION AVENUE, MERIDIAN, Idaho, 83642",-116.3653809,43.5898447,"100","ETVP TREASURE VALLEY PEDIATRICS - EAGLE","","ETVP TVPEDS","","","St. Luke's Clinic Treasure Valley Pediatrics","","Pediatrics","","450 W. STATE ST., "," 100","EAGLE","IDAHO","83616",NA,"","United States of America","110","10128100","",10128,"","","Yes","","450 W. STATE ST., , EAGLE, IDAHO, 83616",-116.3593727,43.6955335
"108",10128,"SLHS MERIDIAN TREASURE VALLEY PEDIATRICS","1620 SOUTH CELEBRATION AVENUE","MERIDIAN","Idaho","83642","208","884-1030","1620 SOUTH CELEBRATION AVENUE, MERIDIAN, Idaho, 83642",-116.3653809,43.5898447,"101","MTVP SLC TREASURE VALLEY PEDIATRICS - MERIDIAN","","MTVP TVPEDS","TREASURE VALLEY PEDS
TVPEDS
MTVP","SLC TREASURE VALLEY PED CLINICS","St. Luke's Treasure Valley Pediatrics - Meridian","","Pediatrics","","1620 S CELEBRATION AVE.",NA,"MERIDIAN","IDAHO","83642","2779","","United States of America","110","10128101","",10128,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","1620 S CELEBRATION AVE., MERIDIAN, IDAHO, 83642",-116.3653809,43.5898447
"109",10129,"SLHS GALA STREET COMPLEX","2347 EAST GALA STREET","MERIDIAN","Idaho","83642","208",NA,"2347 EAST GALA STREET, MERIDIAN, Idaho, 83642",-116.3656259,43.5883223,"100","GALA SLC IDAHO PULMONARY ASSOCIATES","","GALA IPA","IDAHO PULMONARY ASSOCIATES
IPA
PULMONARY
SLIPA
PULMONOLOGY","GALA","St. Luke's Clinic Idaho Pulmonary Associates - Meridian","","Pulmonology","","2347 E. GALA ST.",NA,"MERIDIAN","IDAHO","83642","4881","","United States of America","110","10129100","",10129,"Clinic Outpatient
Specimen","","Yes","","2347 E. GALA ST., MERIDIAN, IDAHO, 83642",-116.3656259,43.5883223
"110",10129,"SLHS GALA STREET COMPLEX","2347 EAST GALA STREET","MERIDIAN","Idaho","83642","208",NA,"2347 EAST GALA STREET, MERIDIAN, Idaho, 83642",-116.3656259,43.5883223,"101","GALA SLC SYRINGA FAMILY MEDICINE","","GALA SFM","SYRINGA
SLFM","GALA","St. Luke's Syringa Family Medicine - Meridian","","Family Medicine","","2347 E GALA ST. "," 150","MERIDIAN","IDAHO","83642","4881","ADA","United States of America","110","10129101","",10129,"Clinic Outpatient
Specimen","","Yes","","2347 E GALA ST. , MERIDIAN, IDAHO, 83642",-116.3656259,43.5883223
"111",10130,"SLHS MERIDIAN FAMILY HEALTH","3090 GENTRY WAY SUITE 200","MERIDIAN","Idaho","83642","208","887-6813","3090 GENTRY WAY SUITE 200, MERIDIAN, Idaho, 83642",-116.355648,43.598413,"100","MFH SLC ST. LUKE'S FAMILY HEALTH - MERIDIAN","","MFH SLFH","SLFH
SLFH MERIDIAN
SLFH GENTRY
MERIDIAN SLFH
SLFHM","MFH","St. Luke's Family Health - Meridian","","Family Medicine","","3090 E GENTRY WAY "," 200","MERIDIAN","IDAHO","83642","3550","ADA","United States of America","110","10130100","",10130,"Clinic Outpatient
Specimen","","Yes","","3090 E GENTRY WAY , MERIDIAN, IDAHO, 83642",-116.355648,43.598413
"112",10131,"SLHS TEN MILE FAMILY HEALTH","3140 WEST MILANO DRIVE SUITE 150","MERIDIAN","Idaho","83646","208","887-4775","3140 WEST MILANO DRIVE SUITE 150, MERIDIAN, Idaho, 83646",-116.4328915,43.6512177,"100","TMFH SLC ST. LUKE'S FAMILY HEALTH - 10 MILE","","TMFH SLFH","SLFH
10 MILE SLFH
SLFH TEN MILE
SLFH MILANO
FAMILY HEALTH","TMFH","St. Luke's Family Health - Ten Mile","","Family Medicine","","3140 W MILANO DR. "," 150","MERIDIAN","IDAHO","83646","7290","","United States of America","110","10131100","",10131,"Clinic Outpatient
Specimen","","Yes","","3140 W MILANO DR. , MERIDIAN, IDAHO, 83646",-116.4328915,43.6512177
"113",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"103","ANTICOAGULATION CLINIC - SLICA MERIDIAN","","MML IC ACC","ANTICOAG
IDAHO CARDIOLOGY MERIDIAN
MERIDIAN
ACC
COAG
COUMADIN
WARFARIN
PROTIME
INR","MML","ANTICOAGULATION CLINIC - SLICA MERIDIAN","","Anticoagulation","","3525 E LOUISE DR. "," 400","MERIDIAN","IDAHO","83642","6303","ADA","United States of America","110","10132103","",10132,"Therapies Series","","Yes","","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"114",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"110","MML SL CHILDRENS CARDIOLOGY","Inactive","MML CSC CARD","CHILDRENS CARDIOLOGY
CARDIOLOGY PEDS
PEDS CARDIO
MML
PEDIATRIC CARDIOLOGY","MML TIMESHARE","St. Luke's Clinic Children's Cardiology - Meridian","","Pediatric Cardiology","","3525 E LOUISE DR. "," 250","MERIDIAN","IDAHO","83642",NA,"ADA","United States of America","110","10132110","",10132,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"115",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"122","MML SL CHILDRENS DEVELOPMENTAL PEDIATRICS","","MML DEV PED","MML DEV PED","MML","St. Luke's Children's - Developmental Pediatrics - Meridian","","Developmental and Behavioral Pediatrics","","3525 E LOUISE DR. "," 250","MERIDIAN","IDAHO","83642",NA,"","","110","10132122","",10132,"Clinic Outpatient","","Yes","","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"116",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"111","MML SL CHILDRENS DIETITIAN CLINIC","","MML DIET","DIETITIAN
CSC
CSC DIETICIAN
CHILD
DIET
CSCDIET
PEDSDIET
PEDS
PEDIATRIC DIETITIAN","MML","St. Luke's Children's - Dietitian - Meridian","","Pediatric Dietitian","","3525 E LOUISE DR. "," 250","MERIDIAN","IDAHO","83642","6303","ADA","United States of America","110","10132111","",10132,"Clinic Outpatient
Specimen","","Yes","","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"117",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"121","MML SL CHILDRENS MENTAL HEALTH","","MML CMH","MML CMH
CHILDREN MENTAL
MENTAL
MERIDIAN","MML","St. Luke's Children's - Mental Health - Meridian","","Pediatric Mental Health","","3525 E LOUISE DR. "," 255","MERIDIAN","IDAHO","83642",NA,"ADA","United States of America","110","10132121","",10132,"Clinic Outpatient","","Yes","","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"118",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"107","MML SL CHILDRENS NEUROLOGY","","MML PED NEU","PEDS NEUROLOGY
NEURO PEDS
MEADOWLAKE
CSC
NEUROLOGY PEDS
MML","MML TIMESHARE","St. Luke's Children's Neurology - Meridian","","Pediatric Neurology","","3525 E LOUISE DR. "," 250","MERIDIAN","IDAHO","83642","6303","ADA","United States of America","110","10132107","",10132,"Clinic Outpatient
Specimen","","Yes","SLHS_Childrens_4c_Med.JPG","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"119",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"117","MML SL CHILDRENS NEUROPSYCHOLOGY","","MML CSC NPY","NEUROPSYCHOLOGY
CHILDRENS","MML","St. Luke's Children's - Neuropsychology","","Pediatric Neuropsychology","","3525 E LOUISE DR. "," 250","MERIDIAN","IDAHO","83642",NA,"ADA","United States of America","110","10132117","",10132,"Clinic Outpatient","","Yes","","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"120",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"115","MML SL CHILDRENS YEAH","","MML YEAH","YEAH PEDS
MEADOWLAKE","MML","St. Luke's Clinic - YEAH Program","","Physical Fitness","","3525 E LOUISE DR. "," 250","","","",NA,"","","110","10132115","",10132,"","","Yes","","3525 E LOUISE DR. , , , ",-116.3499193,43.6017684
"121",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"102","MML SL IDAHO CARDIOLOGY ASSOCIATES","","MML SLICA","SLICA
MEADOWLAKE","MML","St. Luke's Idaho Cardiology Associates - Meridian","","Cardiology","","3525 E LOUISE DR. "," 400","MERIDIAN","IDAHO","83642","6303","ADA","United States of America","110","10132102","",10132,"Clinic Outpatient
Outpatient Diagnostic Series
Specimen","","Yes","","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"122",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"112","MML SLC PREVENTION AND WELLNESS","","MML SLPW","PREVENTION
WELLNESS
REHAB CLINIC","MML","St. Lukes Clinic - Prevention and Wellness - Meridian","","Cardiac Rehabilitation","","3525 E LOUISE DR. "," 500","MERIDIAN","IDAHO","83642","6303","ADA","United States of America","110","10132112","",10132,"Clinic Outpatient
Specimen","","Yes","","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"123",10132,"SLHS MEADOWLAKE","3525 EAST LOUISE DRIVE SUITE 320","MERIDIAN","Idaho","83642","208","706-5670","3525 EAST LOUISE DRIVE SUITE 320, MERIDIAN, Idaho, 83642",-116.3499193,43.6017684,"109","MML SLC RHEUMATOLOGY","","MMl RHEUMA","RHEUMATOLOGY
MEADOLAKE
RHU","MML","St. Luke's Clinic - Rheumatology - Meridian","","Rheumatology","","3525 E LOUISE DR. "," 250","MERIDIAN","IDAHO","83642","6303","ADA","United States of America","110","10132109","",10132,"Clinic Outpatient
Specimen","","Yes","","3525 E LOUISE DR. , MERIDIAN, IDAHO, 83642",-116.3499193,43.6017684
"124",10133,"SLHS MERIDIAN MEDICAL OFFICE PLAZA","520 SOUTH EAGLE ROAD","MERIDIAN","Idaho","83642","208","706-2200","520 SOUTH EAGLE ROAD, MERIDIAN, Idaho, 83642",-116.3524898,43.5993675,"121","ANTICOAGULATION CLINIC- MERIDIAN","Inactive","MMOP ACC","ACC
COUMADIN
MERIDIAN MEDICAL OFFICE PLAZA","","Anticoagulation Clinic - MERIDIAN","","Anticoagulation","","520 S. EAGLE ROAD "," 2104","MERIDIAN","IDAHO","83642","6363","","United States of America","110","10133121","",10133,"Therapies Series","","Yes","","520 S. EAGLE ROAD , MERIDIAN, IDAHO, 83642",-116.3524898,43.5993675
