,location_type,location_code,departmentID,department_name,full_address,lon,lat,n
414,CLINIC,CLINIC207,6602,CSC ADMIN,"3525 E Louise, Meridian, ID, 83642",-116.3499193,43.6017684,1
415,CLINIC,CLINIC207,8004,ST LUKES CONNECT,"3525 E Louise, Meridian, ID, 83642",-116.3499193,43.6017684,6
416,CLINIC,CLINIC207,8505,HB INSURANCE RECOVERY,"3525 E Louise, Meridian, ID, 83642",-116.3499193,43.6017684,1
417,CLINIC,CLINIC207,8507,PFS CHARGE CAPTURE,"3525 E Louise, Meridian, ID, 83642",-116.3499193,43.6017684,1
418,CLINIC,CLINIC207,9504,IDAHO CYTOGENETICS LAB,"3525 E Louise, Meridian, ID, 83642",-116.3499193,43.6017684,1
419,CLINIC,CLINIC301,3353,SL TV PEDIATRICS-EAGLE,"450 W State, Eagle, ID, 83616",-116.3593727,43.6955335,12
420,CLINIC,CLINIC301,3901,SL CHILDHOOD OBESITY,"450 W State, Eagle, ID, 83616",-116.3593727,43.6955335,1
421,CLINIC,CLINIC301,3962,HEARING & BALANCE - STATE,"450 W State, Eagle, ID, 83616",-116.3593727,43.6955335,1
422,CLINIC,CLINIC301,7509,IDAHO HEALTH DATA EXCHANGE,"450 W State, Eagle, ID, 83616",-116.3593727,43.6955335,5
423,CLINIC,CLINIC302,3576,SL REHAB ADULT - RIVERSHORE,"533 S Rivershore, Eagle, ID, 83616",-116.3562514,43.6898562,8
424,CLINIC,CLINIC400,1051,CARDIOPULMONARY UNIT,"601 Poleline, Twin Falls, ID, 83301",-114.4674693,42.5926731,1
425,CLINIC,CLINIC400,5401,IHT INFRA & OPERATIONS,"601 Poleline, Twin Falls, ID, 83301",-114.4674693,42.5926731,1
426,CLINIC,CLINIC400,6623,COMPLIANCE,"601 Poleline, Twin Falls, ID, 83301",-114.4674693,42.5926731,1
427,CLINIC,CLINIC400,6820,SAFE KIDS,"601 Poleline, Twin Falls, ID, 83301",-114.4674693,42.5926731,1
428,CLINIC,CLINIC403,1001,MEDICAL / PYSCH,"228 Shoup Ave W, Twin Falls, ID, 83301",-114.4831442,42.5661582,23
429,CLINIC,CLINIC403,1101,INTENSIVE CARE UNIT,"228 Shoup Ave W, Twin Falls, ID, 83301",-114.4831442,42.5661582,1
430,CLINIC,CLINIC403,1201,GENERAL MEDICAL IP,"228 Shoup Ave W, Twin Falls, ID, 83301",-114.4831442,42.5661582,1
431,CLINIC,CLINIC403,3001,SL BEHAVIORAL HEALTH,"228 Shoup Ave W, Twin Falls, ID, 83301",-114.4831442,42.5661582,7
432,CLINIC,CLINIC403,5001,SOCIAL SERVICES,"228 Shoup Ave W, Twin Falls, ID, 83301",-114.4831442,42.5661582,1
433,CLINIC,CLINIC403,6513,HEALTH INFO MGMT SERVICES,"228 Shoup Ave W, Twin Falls, ID, 83301",-114.4831442,42.5661582,1
434,CLINIC,CLINIC404,3209,COUMADIN CLINIC,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,5
435,CLINIC,CLINIC404,3304,SL FAMILY MED-RENAISSANCE,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,1
436,CLINIC,CLINIC404,3306,SL PRIMARY CARE ACCESS,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,1
437,CLINIC,CLINIC404,3308,SL PEDS/FAMILY PRACTICE - PC,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,1
438,CLINIC,CLINIC404,3309,SL FAMILY/PEDS PRACTICE-ADDSN,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,17
439,CLINIC,CLINIC404,3402,SL INTERNAL MEDICINE - IMA,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,9
440,CLINIC,CLINIC404,3442,SL RHEUMATOLOGY,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,1
441,CLINIC,CLINIC404,4073,PC ADDISON IMAGING DEPT,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,1
442,CLINIC,CLINIC404,4232,PHLEBOTOMY OUTREACH,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,1
443,CLINIC,CLINIC404,6953,CARES PROGRAM,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,5
444,CLINIC,CLINIC404,8501,PATIENT FINANCIAL SERVICES-MV,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,1
445,CLINIC,CLINIC404,8602,PRE-ACCESS SERVICES,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,1
446,CLINIC,CLINIC404,9533,JV-OP PEDS REHAB,"2550 Addison Ave E, Twin Falls, ID, 83301",-114.4317044,42.5623221,6
447,CLINIC,CLINIC405,3501,SL PULMONOLOGY,"450 Falls, Twin Falls, ID, 83301",-114.471872,42.577094,1
448,CLINIC,CLINIC405,4826,SLEEP CENTER,"450 Falls, Twin Falls, ID, 83301",-114.471872,42.577094,4
449,CLINIC,CLINIC405,8601,PATIENT REGISTRATION,"450 Falls, Twin Falls, ID, 83301",-114.471872,42.577094,2
450,CLINIC,CLINIC407,2601,HOME CARE,"601 Poleline, Twin Falls, ID, 83301",-114.4674693,42.5926731,1
451,CLINIC,CLINIC409,3681,SL TWIN FALLS ORTHOPEDICS,"714 N College, Twin Falls, ID, 83301",-114.464447,42.583816,3
452,CLINIC,CLINIC409,3684,SL ORTHO/PLASTIC SURG - IOC,"714 N College, Twin Falls, ID, 83301",-114.464447,42.583816,1
453,CLINIC,CLINIC409,3688,SL SPORTS MEDICINE,"714 N College, Twin Falls, ID, 83301",-114.464447,42.583816,1
454,CLINIC,CLINIC409,4076,TWIN FALLS ORTHO IMAGING,"714 N College, Twin Falls, ID, 83301",-114.464447,42.583816,1
455,CLINIC,CLINIC410,3252,SL ENT/FACIAL PLAST SURG-ENT,"730 N College, Twin Falls, ID, 83301",-114.4633859,42.5848294,8
456,CLINIC,CLINIC410,3304,SL FAMILY MED-RENAISSANCE,"730 N College, Twin Falls, ID, 83301",-114.4633859,42.5848294,5
457,CLINIC,CLINIC410,3306,SL PRIMARY CARE ACCESS,"730 N College, Twin Falls, ID, 83301",-114.4633859,42.5848294,1
458,CLINIC,CLINIC410,3309,SL FAMILY/PEDS PRACTICE-ADDSN,"730 N College, Twin Falls, ID, 83301",-114.4633859,42.5848294,1
459,CLINIC,CLINIC410,3402,SL INTERNAL MEDICINE - IMA,"730 N College, Twin Falls, ID, 83301",-114.4633859,42.5848294,1
460,CLINIC,CLINIC410,3561,SL PHYS MED & REHAB,"730 N College, Twin Falls, ID, 83301",-114.4633859,42.5848294,3
461,CLINIC,CLINIC410,4232,PHLEBOTOMY OUTREACH,"730 N College, Twin Falls, ID, 83301",-114.4633859,42.5848294,2
462,CLINIC,CLINIC410,6601,ADMINISTRATION,"730 N College, Twin Falls, ID, 83301",-114.4633859,42.5848294,1
463,CLINIC,CLINIC410,8661,PHYSICIAN CTR SHARED SVCS,"730 N College, Twin Falls, ID, 83301",-114.4633859,42.5848294,4
464,CLINIC,CLINIC411,3451,SL NEUROLOGY,"738 N College, Twin Falls, ID, 83301",-114.4634397,42.5825391,11
465,CLINIC,CLINIC411,3651,SL GENERAL SURGERY - SIGS,"738 N College, Twin Falls, ID, 83301",-114.4634397,42.5825391,1
466,CLINIC,CLINIC411,3684,SL ORTHO/PLASTIC SURG - IOC,"738 N College, Twin Falls, ID, 83301",-114.4634397,42.5825391,28
467,CLINIC,CLINIC411,4075,IOC IMAGING,"738 N College, Twin Falls, ID, 83301",-114.4634397,42.5825391,2
468,CLINIC,CLINIC412,3422,SL NEPHROLOGY - NARASIMHAN,"746 N College, Twin Falls, ID, 83301",-114.463613,42.583128,5
469,CLINIC,CLINIC412,3906,SL CHRONIC DISEASE MGMT,"746 N College, Twin Falls, ID, 83301",-114.463613,42.583128,4
470,CLINIC,CLINIC412,6002,SLR PRIMARY CARE STUDIES,"746 N College, Twin Falls, ID, 83301",-114.463613,42.583128,1
471,CLINIC,CLINIC412,6818,DIABETES MED MGMT,"746 N College, Twin Falls, ID, 83301",-114.463613,42.583128,3
472,CLINIC,CLINIC413,3803,SL OB/GYNECOLOGY - MVWH,"762 N College, Twin Falls, ID, 83301",-114.463358,42.5845037,14
473,CLINIC,CLINIC413,4042,ULTRASOUND-WOMEN'S HEALTH,"762 N College, Twin Falls, ID, 83301",-114.463358,42.5845037,1
474,CLINIC,CLINIC413,4072,RENAISSANCE IMAGING CENTER,"762 N College, Twin Falls, ID, 83301",-114.463358,42.5845037,5
475,CLINIC,CLINIC413,4074,WOMENS IMAGING,"762 N College, Twin Falls, ID, 83301",-114.463358,42.5845037,4
476,CLINIC,CLINIC413,4099,IMAGING SERVICES ADMIN,"762 N College, Twin Falls, ID, 83301",-114.463358,42.5845037,6
477,CLINIC,CLINIC414,5332,PLANT & MAINTENANCE,"267 N Canyon, Gooding, ID, 83330",-114.7109877,42.9234862,1
478,CLINIC,CLINIC414,7502,GOODING COUNTY MEM ADMIN,"267 N Canyon, Gooding, ID, 83330",-114.7109877,42.9234862,1
479,CLINIC,CLINIC415,3055,RADIATION ONCOL-MV,"725 Pole Line Rd, Twin Falls, ID, 83301",-114.4656946,42.5920262,2
480,CLINIC,CLINIC415,3090,CLINICAL ONCOLOGY-MV,"725 Pole Line Rd, Twin Falls, ID, 83301",-114.4656946,42.5920262,3
481,CLINIC,CLINIC415,3130,CHEMO INFUSION-MV,"725 Pole Line Rd, Twin Falls, ID, 83301",-114.4656946,42.5920262,3
482,CLINIC,CLINIC415,6520,MSTI HIM-MV,"725 Pole Line Rd, Twin Falls, ID, 83301",-114.4656946,42.5920262,3
483,CLINIC,CLINIC415,8110,MSTI SUPPORT-MV,"725 Pole Line Rd, Twin Falls, ID, 83301",-114.4656946,42.5920262,12
484,CLINIC,CLINIC416,3204,SL CARDIOLOGY - SICA,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,11
485,CLINIC,CLINIC416,3207,SL VASCULAR SURGERY,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,3
486,CLINIC,CLINIC416,3208,SL CONGESTIVE HEART FAILURE,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,1
487,CLINIC,CLINIC416,3308,SL PEDS/FAMILY PRACTICE - PC,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,3
488,CLINIC,CLINIC416,3442,SL RHEUMATOLOGY,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,1
489,CLINIC,CLINIC416,3751,SL UROLOGY,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,8
490,CLINIC,CLINIC416,3954,SL PAIN MANAGEMENT,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,1
491,CLINIC,CLINIC416,4232,PHLEBOTOMY OUTREACH,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,1
492,CLINIC,CLINIC416,5302,ENVIRONMENTAL SERVICES,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,2
493,CLINIC,CLINIC416,6501,MEDICAL TRANSCRIPTION,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,2
494,CLINIC,CLINIC416,6601,ADMINISTRATION,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,6
495,CLINIC,CLINIC416,6957,CHILD CARE CENTER,"775 Pole Lin Rd, Twin Falls, ID, 83301",-114.464614,42.592025,1
496,CLINIC,CLINIC500,3301,PAYETTE LAKES MEDICAL CLINIC,"203 Hewitt, McCall, ID, 83638",-116.1102344,44.9096684,2
497,CLINIC,CLINIC500,4001,RADIOLOGY,"203 Hewitt, McCall, ID, 83638",-116.1102344,44.9096684,1
498,CLINIC,CLINIC500,5251,FOOD & NUTRITION,"203 Hewitt, McCall, ID, 83638",-116.1102344,44.9096684,1
499,CLINIC,CLINIC500,6811,CENTER FOR COMMUNITY HEALTH,"203 Hewitt, McCall, ID, 83638",-116.1102344,44.9096684,4
500,CLINIC,CLINIC500,6915,EMPLOYEE HEALTH SOLUTIONS,"203 Hewitt, McCall, ID, 83638",-116.1102344,44.9096684,1
501,CLINIC,CLINIC501,1201,MEDICAL / SURGICAL,"209 Forest, McCall, ID, 83638",-116.1114178,44.9088558,1
502,CLINIC,CLINIC501,3401,INTERNAL MEDICINE,"209 Forest, McCall, ID, 83638",-116.1114178,44.9088558,3
503,CLINIC,CLINIC501,3651,GENERAL SURGERY CLINIC,"209 Forest, McCall, ID, 83638",-116.1114178,44.9088558,2
504,CLINIC,CLINIC501,3872,WOUNDCARE-MCCALL-STATE,"209 Forest, McCall, ID, 83638",-116.1114178,44.9088558,3
505,CLINIC,CLINIC501,6601,ADMINISTRATION,"209 Forest, McCall, ID, 83638",-116.1114178,44.9088558,1
506,CLINIC,CLINIC501,8506,CENTRAL BILL'G OFF-PHYS SVCS,"209 Forest, McCall, ID, 83638",-116.1114178,44.9088558,1
507,CLINIC,CLINIC502,3001,MCCALL BEHAVIORAL HEALTH,"211 Forest, McCall, ID, 83638",-116.1116918,44.9092053,1
508,CLINIC,CLINIC502,3301,PAYETTE LAKES MEDICAL CLINIC,"211 Forest, McCall, ID, 83638",-116.1116918,44.9092053,35
509,CLINIC,CLINIC502,3401,INTERNAL MEDICINE,"211 Forest, McCall, ID, 83638",-116.1116918,44.9092053,2
510,CLINIC,CLINIC502,3683,ORTHO SURGERY CLINIC,"211 Forest, McCall, ID, 83638",-116.1116918,44.9092053,6
511,CLINIC,CLINIC502,5405,IHT EHR SERVICES,"211 Forest, McCall, ID, 83638",-116.1116918,44.9092053,1
512,CLINIC,CLINIC502,8506,CENTRAL BILL'G OFF-PHYS SVCS,"211 Forest, McCall, ID, 83638",-116.1116918,44.9092053,1
513,CLINIC,CLINIC504,3301,PAYETTE LAKES MEDICAL CLINIC,"214 N Main, Riggins, ID, 83549",-116.3150122,45.4218505,4
514,CLINIC,CLINIC504,4304,MCCALL OUTPATIENT THERAPY,"214 N Main, Riggins, ID, 83549",-116.3150122,45.4218505,1
515,CLINIC,CLINIC600,7501,CHALLIS ADMINISTRATION,"611 Clinic, Challis, ID, 83226",-114.22661,44.511692,1
516,CLINIC,CLINIC601,2603,HOME CARE - WOOD RIVER,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,4
517,CLINIC,CLINIC601,3002,MENTAL HEALTH CLINIC,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,4
518,CLINIC,CLINIC601,3301,CAPITAL CITY FAMILY MEDICINE,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,1
519,CLINIC,CLINIC601,3303,SL FAMILY MEDICINE CLINIC,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,32
520,CLINIC,CLINIC601,3304,FAMILY PRACTICE ASSOCIATES,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,1
521,CLINIC,CLINIC601,3451,SL NEUROLOGY CLINIC,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,1
522,CLINIC,CLINIC601,3571,SL REHAB ADULT-AVIATION DRIVE,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,7
523,CLINIC,CLINIC601,3684,SUN VALLEY SPORTS MEDICINE,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,1
524,CLINIC,CLINIC601,3912,WOOD RIVER DERMATOLOGY,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,1
525,CLINIC,CLINIC601,6601,ADMINISTRATION,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,2
526,CLINIC,CLINIC601,6811,CENTER FOR COMMUNITY HEALTH,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,4
527,CLINIC,CLINIC601,6817,CHILDBIRTH EDUCATION,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,1
528,CLINIC,CLINIC601,6821,SCHOOL NURSE PROGRAM,"1450 Aviation, Hailey, ID, 83333",-114.302638,43.5046815,1
529,CLINIC,CLINIC602,3303,SL FAMILY MEDICINE CLINIC,"21 E Maple, Hailey, ID, 83333",-114.3100751,43.514293,1
530,CLINIC,CLINIC602,3304,FAMILY PRACTICE ASSOCIATES,"21 E Maple, Hailey, ID, 83333",-114.3100751,43.514293,5
531,CLINIC,CLINIC603,3303,SL FAMILY MEDICINE CLINIC,"191 5th W, Ketchum, ID, 83340",-114.3674131,43.6805565,2
532,CLINIC,CLINIC603,3401,INTERNAL MEDICINE,"191 5th W, Ketchum, ID, 83340",-114.3674131,43.6805565,2
533,CLINIC,CLINIC603,3684,SUN VALLEY SPORTS MEDICINE,"191 5th W, Ketchum, ID, 83340",-114.3674131,43.6805565,5
534,CLINIC,CLINIC603,3802,OBGYN,"191 5th W, Ketchum, ID, 83340",-114.3674131,43.6805565,2
535,CLINIC,CLINIC603,3912,WOOD RIVER DERMATOLOGY,"191 5th W, Ketchum, ID, 83340",-114.3674131,43.6805565,6
536,CLINIC,CLINIC700,3301,JEROME FAMILY CLINIC,"115 5th Ave W, Jerome, ID, 83338",-114.519371,42.7289061,1
537,CLINIC,CLINIC700,4101,OCCUPATIONAL HEALTH,"115 5th Ave W, Jerome, ID, 83338",-114.519371,42.7289061,1
538,CLINIC,CLINIC701,2502,ED PHYSICIANS,"132 5th Ave W, Jerome, ID, 83338",-114.5200337,42.7298052,1
539,CLINIC,CLINIC701,3301,JEROME FAMILY CLINIC,"132 5th Ave W, Jerome, ID, 83338",-114.5200337,42.7298052,26
540,CLINIC,CLINIC701,3303,SL FAMILY MEDICINE-BOISE,"132 5th Ave W, Jerome, ID, 83338",-114.5200337,42.7298052,1
541,CLINIC,CLINIC701,3309,SL FAMILY/PEDS PRACTICE-ADDSN,"132 5th Ave W, Jerome, ID, 83338",-114.5200337,42.7298052,1
542,CLINIC,CLINIC701,3851,JEROME DIABETES MGMT CTR,"132 5th Ave W, Jerome, ID, 83338",-114.5200337,42.7298052,1
543,CLINIC,CLINIC701,4101,OCCUPATIONAL HEALTH,"132 5th Ave W, Jerome, ID, 83338",-114.5200337,42.7298052,2
544,CLINIC,CLINIC701,8501,PATIENT FINANCIAL SERVICES,"132 5th Ave W, Jerome, ID, 83338",-114.5200337,42.7298052,2
545,CLINIC,CLINIC701,8501,PATIENT FINANCIAL SERVICES-MV,"132 5th Ave W, Jerome, ID, 83338",-114.5200337,42.7298052,1
546,CLINIC,CLINIC800,1201,MEDICAL / SURGICAL,"465 McKenna Dr, Mountain Home, ID, 83647",-115.694649,43.13899,1
547,CLINIC,CLINIC800,3301,TRINITY MOUNTAIN MEDICAL CLINI,"465 McKenna Dr, Mountain Home, ID, 83647",-115.694649,43.13899,21
548,CLINIC,CLINIC800,3322,SL FAMILY MEDICINE-BALDRIDGE,"465 McKenna Dr, Mountain Home, ID, 83647",-115.694649,43.13899,2
549,CLINIC,CLINIC800,3651,ELMORE GENERAL SURGERY CLINIC,"465 McKenna Dr, Mountain Home, ID, 83647",-115.694649,43.13899,1
550,CLINIC,CLINIC800,4062,BCDC MAMMOGRAPHY,"465 McKenna Dr, Mountain Home, ID, 83647",-115.694649,43.13899,1
551,CLINIC,CLINIC800,5401,IHT INFRA & OPERATIONS,"465 McKenna Dr, Mountain Home, ID, 83647",-115.694649,43.13899,1
552,CLINIC,CLINIC900,3577,SL REHAB ADULT  - FAIRVIEW,"1906 Fairview Ave Suite 350, Caldwell, ID, 83605",-116.694704,43.653037,4
553,CLINIC,CLINIC900,3601,SL REHAB CHILDREN'S - FAIRVIEW,"1906 Fairview Ave Suite 350, Caldwell, ID, 83605",-116.694704,43.653037,1
554,CLINIC,CLINIC900,3753,MOUNTAIN STATES UROLOGY-MERID,"1906 Fairview Ave Suite 350, Caldwell, ID, 83605",-116.694704,43.653037,1
555,CLINIC,CLINIC900,3755,CALDWELL UROLOGY,"1906 Fairview Ave Suite 350, Caldwell, ID, 83605",-116.694704,43.653037,21
556,CLINIC,CLINIC900,4101,OCC HEALTH SERVICES BOISE,"1906 Fairview Ave Suite 350, Caldwell, ID, 83605",-116.694704,43.653037,1
557,CLINIC,CLINIC900,6601,ADMINISTRATION,"1906 Fairview Ave Suite 350, Caldwell, ID, 83605",-116.694704,43.653037,1
558,CLINIC,CLINIC900,8505,HB INSURANCE RECOVERY,"1906 Fairview Ave Suite 350, Caldwell, ID, 83605",-116.694704,43.653037,1
559,CLINIC,CLINIC902,4062,BCDC MAMMOGRAPHY,"229 E Logan, Caldwell, ID, 83605",-116.6958615,43.6553362,1
560,CLINIC,CLINIC903,3204,SL ID CARD ASSOC-MERIDIAN,"315 E Elm, Caldwell, ID, 83605",-116.694786,43.653882,1
561,CLINIC,CLINIC903,3205,SL ID CARD ASSOC-CALDWELL,"315 E Elm, Caldwell, ID, 83605",-116.694786,43.653882,18
562,CLINIC,CLINIC903,3206,SL BOISE HEART CLINIC,"315 E Elm, Caldwell, ID, 83605",-116.694786,43.653882,1
563,CLINIC,CLINIC903,5071,ANTICOAGULATION CLINIC,"315 E Elm, Caldwell, ID, 83605",-116.694786,43.653882,1
564,CLINIC,CLINIC904,2501,EMERGENCY DEPARTMENT,"1107 NW 11th, Fruitland, ID, 83619",-116.9253292,44.0218203,1
565,CLINIC,CLINIC904,3323,FRUITLAND MEDICAL GROUP,"1107 NW 11th, Fruitland, ID, 83619",-116.9253292,44.0218203,1
566,CLINIC,CLINIC904,4072,IMAGING CENTER,"1107 NW 11th, Fruitland, ID, 83619",-116.9253292,44.0218203,1
567,CLINIC,CLINIC904,6512,HIM-MSTI-FRUITLAND,"1107 NW 11th, Fruitland, ID, 83619",-116.9253292,44.0218203,2
568,CLINIC,CLINIC905,3053,RADIATION ONCOLOGY-FRUITLAND,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,6
569,CLINIC,CLINIC905,3081,CLINICAL ONCOLOGY-BOISE,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,1
570,CLINIC,CLINIC905,3083,CLINICAL ONCOLOGY-FRUITLAND,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,5
571,CLINIC,CLINIC905,3085,CLINICAL ONCOLOGY-BAKER CITY,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,1
572,CLINIC,CLINIC905,3123,CHEMO INFUSION-FRUITLAND,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,10
573,CLINIC,CLINIC905,3203,SL ID CARD ASSOC-BOISE,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,1
574,CLINIC,CLINIC905,6493,MSTI RESEARCH ADMINISTRATION,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,1
575,CLINIC,CLINIC905,6609,MSTI ADMIN-FRUITLAND,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,3
576,CLINIC,CLINIC905,8101,PATIENT SUPPORT-MSTI MER,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,1
577,CLINIC,CLINIC905,8104,PATIENT SUPPORT-MSTI FRUITLAND,"1118 NW 16th, Fruitland, ID, 83619",-116.9282628,44.0249742,8
578,CLINIC,CLINIC906,2501,EMERGENCY DEPARTMENT,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,14
579,CLINIC,CLINIC906,3323,FRUITLAND MEDICAL GROUP,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,40
580,CLINIC,CLINIC906,3405,SL INTERNAL MEDICINE-EAGLE,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,1
581,CLINIC,CLINIC906,4072,IMAGING CENTER,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,15
582,CLINIC,CLINIC906,4202,SL FRUITLAND CLINIC LAB,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,10
583,CLINIC,CLINIC906,4401,RESPIRATORY THERAPY,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,4
584,CLINIC,CLINIC906,4811,EKG,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,2
585,CLINIC,CLINIC906,5321,SECURITY,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,5
586,CLINIC,CLINIC906,5331,CLINICAL ENGINEERING,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,1
587,CLINIC,CLINIC906,5333,BUILDING SERVICES,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,1
588,CLINIC,CLINIC906,8506,CENTRAL BILL'G OFF-PHYS SVCS,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,1
589,CLINIC,CLINIC906,8601,PATIENT REGISTRATION,"1210 NW 16th, Fruitland, ID, 83619",-116.9290768,44.0248559,11
590,CLINIC,CLINIC907,1201,MEDICAL / SURGICAL 5,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
591,CLINIC,CLINIC907,3205,SL ID CARD ASSOC-CALDWELL,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,7
592,CLINIC,CLINIC907,3321,SALTZER MEDICAL GROUP,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,118
593,CLINIC,CLINIC907,3502,PEDIATRIC PULMONOLOGY,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
594,CLINIC,CLINIC907,3654,SL BOISE SURGICAL GROUP-MERID,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,2
595,CLINIC,CLINIC907,3673,SL NW NEUROSURGERY ASSOC,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
596,CLINIC,CLINIC907,4072,IMAGING CENTER,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
597,CLINIC,CLINIC907,4101,OCC HEALTH SERVICES BOISE,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
598,CLINIC,CLINIC907,4224,LAB PROCESSING,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
599,CLINIC,CLINIC907,4225,OUTPATIENT DRAW SITES,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,8
600,CLINIC,CLINIC907,4299,LAB ADMINISTRATION,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
601,CLINIC,CLINIC907,4305,ATHLETIC TRAINING,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
602,CLINIC,CLINIC907,4811,EKG,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
603,CLINIC,CLINIC907,6004,SALTZER RESEARCH,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,6
604,CLINIC,CLINIC907,6904,PHYSICIAN RECRUITING,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
605,CLINIC,CLINIC907,8513,PB BILLING/INS RECOVERY,"215 E Hawaii, Nampa, ID, 83686",-116.5706234,43.554591,1
606,CLINIC,CLINIC908,3054,RADIATION ONCOLOGY-NAMPA,"308 E Hawaii, Nampa, ID, 83686",-116.569745,43.555674,6
607,CLINIC,CLINIC908,3084,CLINICAL ONCOLOGY-NAMPA,"308 E Hawaii, Nampa, ID, 83686",-116.569745,43.555674,8
608,CLINIC,CLINIC908,3124,CHEMO INFUSION-NAMPA,"308 E Hawaii, Nampa, ID, 83686",-116.569745,43.555674,9
609,CLINIC,CLINIC908,4201,LABORATORY,"308 E Hawaii, Nampa, ID, 83686",-116.569745,43.555674,1
